date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:04:18	109/109	---M-Z	200	added ('OK')	text/plain	etag:%2280-1726275911;gz%22	https://betmillion.co/robots.txt		(from )
19:04:18	1910/1910	---M-Z	200	added ('OK')	text/html	etag:%22776-66e0be0f-101975f03a146bbb;gz%22	https://betmillion.co/girouganhou/	C:/Meus%20Sites/Dragon/betmillion.co/girouganhou/index.html	(from )
19:04:18	230670/230670	---M-Z	200	added ('OK')	application/x-javascript	date:Sat,%2014%20Sep%202024%2022:04:18%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Meus%20Sites/Dragon/connect.facebook.net/en_US/fbevents.js	(from https://betmillion.co/girouganhou/)
19:04:19	20/20	---M--	422	error ('Unprocessable%20Entity')	text/plain	date:Sat,%2014%20Sep%202024%2022:04:18%20GMT	https://betmillion.co/girouganhou/images/logo192.png	C:/Meus%20Sites/Dragon/betmillion.co/girouganhou/images/logo192.png	(from https://betmillion.co/girouganhou/)
19:04:20	181550/181550	---M-Z	200	added ('OK')	application/x-javascript	etag:%222c52e-66cdfcbc-aa0130ec310b17e4;gz%22	https://betmillion.co/girouganhou/js/main.0d01978b.js	C:/Meus%20Sites/Dragon/betmillion.co/girouganhou/js/main.0d01978b.js	(from https://betmillion.co/girouganhou/)
19:04:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2014%20Sep%202024%2022:04:20%20GMT	https://betmillion.co/girouganhou/a	C:/Meus%20Sites/Dragon/betmillion.co/girouganhou/a	(from https://connect.facebook.net/en_US/fbevents.js)
19:04:22	228670/228670	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Sep%202024%2022:04:21%20GMT	https://betmillion.co/wp-content/uploads/2024/06/a.png	C:/Meus%20Sites/Dragon/betmillion.co/wp-content/uploads/2024/06/a.png	(from https://connect.facebook.net/en_US/fbevents.js)
19:04:22	30631/30631	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Sep%202024%2022:04:22%20GMT	https://betmillion.co/girouganhou/POST	C:/Meus%20Sites/Dragon/betmillion.co/girouganhou/POST	(from https://connect.facebook.net/en_US/fbevents.js)
19:04:23	30631/30631	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Sep%202024%2022:04:23%20GMT	https://betmillion.co/girouganhou/schema.org/	C:/Meus%20Sites/Dragon/betmillion.co/girouganhou/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
19:04:23	30631/30631	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Sep%202024%2022:04:23%20GMT	https://betmillion.co/girouganhou/b.resolvedLink	C:/Meus%20Sites/Dragon/betmillion.co/girouganhou/b.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
19:04:24	30631/30631	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Sep%202024%2022:04:23%20GMT	https://betmillion.co/signals/iwl.js	C:/Meus%20Sites/Dragon/betmillion.co/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
19:04:25	30624/30624	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Sep%202024%2022:04:24%20GMT	https://betmillion.co/girouganhou/$&/	C:/Meus%20Sites/Dragon/betmillion.co/girouganhou/$&/index.html	(from https://betmillion.co/girouganhou/js/main.0d01978b.js)
